0.0,0.785,-0.261,-0.523,0.0,1.57
-1.5488148115886324e-05,0.7844660375193842,-0.2606740979738389,-0.5224985433972714,2.0636847796735494e-05,1.569425586911381
-1.788436345985527e-05,0.7895580511409079,-0.26123879005391043,-0.5267325663278223,2.0506763206146356e-05,1.56885686210581
-1.8718601173645878e-05,0.7946156228744303,-0.2618545562375147,-0.5308815007575162,2.0818773920438463e-05,1.5682937684742762
-1.9292746735130552e-05,0.7996515381717753,-0.26250449694672046,-0.5349753519797606,2.1587652453371602e-05,1.567736246918683
-1.9923878806264026e-05,0.8046655768235408,-0.2631886498182904,-0.5390141743839124,2.2701270793156526e-05,1.5671842406047936
-2.0675809272635566e-05,0.8096574824871513,-0.26390700114017407,-0.5429980305828714,2.411284369430753e-05,1.566637693594593
-2.1553487545976676e-05,0.8146270148569322,-0.26465952888252264,-0.5469270009159092,2.5797667035800737e-05,1.5660965505708644
-2.2548406130129023e-05,0.8195739488543817,-0.2654462035129689,-0.5508011820045403,2.7737209967265778e-05,1.5655607567838337
-2.364950911899411e-05,0.8244980743016036,-0.26626698832103723,-0.5546206863072721,2.9914980845266344e-05,1.5650302580381334
-2.484575227817089e-05,0.829399195578845,-0.2671218397248866,-0.558385641689751,3.2315435615963025e-05,1.564505000687833
-2.612666082629333e-05,0.8342771312767744,-0.26801070756641415,-0.5620961910007688,3.492365985548721e-05,1.563984931632557
-2.7482412517851088e-05,0.8391317138461635,-0.26893353539858844,-0.5657524916471911,3.772524988092966e-05,1.5634699983136273
-2.89038126720149e-05,0.8439627892460366,-0.2698902607665319,-0.5693547151656096,4.0706248555844594e-05,1.5629601487101312
-3.0382248391090812e-05,0.8487702165910654,-0.27088081548292986,-0.5729030467905678,4.3853099160129206e-05,1.5624553313349259
-3.190964217773687e-05,0.8535538677988904,-0.2719051258981248,-0.5763976850197885,4.715260759711624e-05,1.5619554952305994
-3.347840918614064e-05,0.8583136272380611,-0.27296311316510313,-0.5798388411771002,5.0591909970813305e-05,1.5614605899653933
-3.5089537437600664e-05,0.8630498133687681,-0.2740651934966784,-0.583223985675289,5.414560219349752e-05,1.560970628726281
-3.679823966589561e-05,0.8677672822673361,-0.27533482074235494,-0.5865209159017508,5.759895896418558e-05,1.5604863032391834
-3.811416032058364e-05,0.8724622110026351,-0.27669854754312057,-0.5897481343319478,6.040982311757509e-05,1.5600071173048347
